seqname	type	rep1	rep2	rep3
FP021672_PAGR1_1	promoter	4829	5730	7226
FP019514_ARF6_1	promoter	4826	5702	6978
FP008166_FAM151B_1	promoter	4825	5754	7153
FP005628_MAGI1_4	promoter	4824	5838	7042
FP002038_TAGLN2_3	promoter	4823	5593	7247
FP005116_CNOT10_2	promoter	4807	5549	6641
FP007438_RNF150_1	promoter	4806	5851	7400
FP018992_DHRS12_2	promoter	4802	5430	6606
FP000463_PAFAH2_1	promoter	4790	5572	7245
FP005731_TFG_2	promoter	4788	6045	7694
FP026204_NAPSA_2	promoter	4782	5732	7261
FP018309_ANKS1B_2	promoter	4778	5765	7050
FP010170_SESN1_3	promoter	4775	5736	6844
FP026143_ALDH16A1_1	promoter	4773	5679	7011
FP010795_IGF2BP3_1	promoter	4770	5466	6802
FP020969_HAPLN3_1	promoter	4767	5245	7017
FP026118_SNRNP70_1	promoter	4764	5476	6541
FP019371_REC8_1	promoter	4762	5480	6666
FP001950_TMEM79_1	promoter	4759	5686	6720
FP027218_TMEM189_9	promoter	4752	5699	7078
FP013520_C9orf3_1	promoter	4749	5502	6640
FP021565_SLC5A11_2	promoter	4747	5849	6765
FP011161_POM121C_2	promoter	4747	5755	7101
FP014985_FBXW4_2	promoter	4743	5826	6860
FP012435_CLVS1_2	promoter	4743	5946	7803
FP001264_TGFBR3_2	promoter	4743	6462	7333
FP005428_NPRL2_2	promoter	4736	5523	6691
FP026811_POLR3F_1	promoter	4734	5876	7466
FP014164_ZMYND11_4	promoter	4734	5626	6620
FP006002_ASTE1_1	promoter	4731	6028	7107
FP011079_ZNF273_2	promoter	4729	5549	6792
FP007634_GLRA3_1	promoter	4727	5459	6791
FP000674_C1orf109_1	promoter	4717	5275	6435
FP025214_AP1M1_2	promoter	4716	5765	7053
FP016164_FKBP2_3	promoter	4716	5730	6655
FP017545_DNM1L_1	promoter	4714	5427	6728
FP018697_PXMP2_3	promoter	4713	5166	6449
FP025494_FXYD5_2	promoter	4712	5371	6360
FP020916_WHAMM_1	promoter	4709	5464	7302
FP019350_PCK2_2	promoter	4703	5800	7344
FP015698_KIF18A_1	promoter	4702	5718	6981
FP020331_CHP1_1	promoter	4700	5661	6486
FP011416_SPDYE3_1	promoter	4696	5567	6604
FP008288_CAMK4_2	promoter	4696	5473	6470
FP027937_SNRPD3_2	promoter	4694	5481	6533
FP002575_YOD1_1	promoter	4692	5827	7414
FP009408_MICB_2	promoter	4691	5542	6921
FP008462_C5orf15_2	promoter	4691	5874	7203
FP008319_CCDC112_2	promoter	4688	5484	6830
FP008182_TMEM167A_1	promoter	4688	5855	7105
FP028073_EIF4ENIF1_4	promoter	4687	5504	6676
FP008256_ST8SIA4_1	promoter	4685	5198	6247
FP010133_HACE1_1	promoter	4684	5535	6882
FP020289_PAK6_6	promoter	4680	5483	7006
FP028332_CENPM_1	promoter	4677	5586	7351
FP024944_ZNF561_2	promoter	4677	5530	6779
FP029551_GDI1_3	promoter	4672	5315	6750
FP021597_EIF3CL_1	promoter	4672	5534	6796
FP000157_ENO1_1	promoter	4667	5385	6946
FP014653_DNAJB12_1	promoter	4659	5801	6988
FP007382_SPRY1_2	promoter	4659	5674	7751
FP018450_TCTN1_2	promoter	4657	5380	6277
FP001935_LMNA_1	promoter	4657	5513	7020
FP016279_CFL1_1	promoter	4652	5564	6688
FP003367_XPO1_1	promoter	4648	5536	6904
FP000931_NRDC_1	promoter	4643	5389	6753
FP014202_FBXO18_1	promoter	4639	5589	6354
FP026375_RPS9_1	promoter	4634	5451	6895
FP023686_APPBP2_1	promoter	4633	5518	6830
FP014260_CDNF_1	promoter	4633	5720	6765
FP026373_TSEN34_2	promoter	4632	5419	6457
FP020125_AKT1_2	promoter	4626	5070	5952
FP029470_CETN2_1	promoter	4620	5489	6575
FP008884_TTC1_1	promoter	4620	5522	7068
FP005475_TWF2_1	promoter	4618	5138	6003
FP025753_RAB4B_1	promoter	4612	5690	6742
FP009056_C5orf60_2	promoter	4610	5464	7024
FP027664_PKNOX1_1	promoter	4597	5192	6271
FP002364_TPR_1	promoter	4595	5581	7117
FP015807_EXT2_1	promoter	4589	5720	7043
FP012821_RNF139_2	promoter	4584	5273	6489
FP001918_GON4L_1	promoter	4577	5434	6774
FP008196_CCNH_1	promoter	4572	5708	6660
FP025318_SSBP4_2	promoter	4562	5468	6903
FP003726_INPP4A_2	promoter	4558	5440	6633
FP012224_CLU_1	promoter	4551	5262	6449
FP000611_TRIM62_1	promoter	4551	5432	6436
FP010839_HOXA9_3	promoter	4550	5169	6208
FP025244_USE1_1	promoter	4547	5621	7006
FP023335_NBR1_1	promoter	4541	5575	6717
FP000555_SNRNP40_1	promoter	4540	5591	6925
FP012174_TNFRSF10D_1	promoter	4539	5246	7059
FP003117_SLC30A3_1	promoter	4538	5520	6468
FP022908_WSB1_1	promoter	4534	5129	5956
FP000043_SLC35E2B_2	promoter	4534	5512	6353
FP009091_TRIM52_1	promoter	4527	5336	6350
FP000395_HNRNPR_1	promoter	4527	5351	8046
FP016070_TUT1_1	promoter	4526	5450	6948
FP020280_PAK6_8	promoter	4520	5153	6375
FP021452_MYH11_3	promoter	4517	5084	6150
FP015731_EIF3M_1	promoter	4516	5253	6429
FP026030_SLC8A2_1	promoter	4514	5122	6188
FP022735_STX8_2	promoter	4513	5081	6218
FP009743_FOXP4_1	promoter	4512	5524	6410
FP013866_SLC25A25_1	promoter	4511	5318	6266
FP007875_GDNF_1	promoter	4509	5576	6726
FP025442_ANKRD27_1	promoter	4506	5306	6594
FP010615_GET4_1	promoter	4504	5117	5957
FP004898_OGG1_1	promoter	4502	5376	6859
FP017468_BCAT1_1	promoter	4488	5033	5872
FP024052_FAAP100_1	promoter	4484	5439	6395
FP010247_NUS1_1	promoter	4484	5157	6269
FP017816_TARBP2_2	promoter	4482	5369	6796
FP018144_CNOT2_1	promoter	4480	5372	6764
FP029495_ABCD1_1	promoter	4479	5534	6784
FP012950_PLEC_1	promoter	4479	4955	5748
FP012166_RHOBTB2_1	promoter	4479	5276	6426
FP023939_GALR2_3	promoter	4477	5055	5807
FP022598_NEURL4_2	promoter	4471	5417	6642
FP021403_TVP23A_1	promoter	4471	7856	9805
FP003719_COX5B_1	promoter	4469	5542	7086
FP026887_TPX2_1	promoter	4468	5093	6459
FP012493_XKR9_2	promoter	4467	5520	6675
FP003361_PUS10_1	promoter	4466	5495	7189
FP024991_TYK2_2	promoter	4464	5350	6842
FP007390_ABHD18_2	promoter	4463	5151	6053
FP008334_SEMA6A_1	promoter	4460	5489	6251
FP028955_EDA_1	promoter	4456	5116	6186
FP013003_RPL8_2	promoter	4451	5583	7059
FP025010_SLC44A2_2	promoter	4449	5120	6265
FP024950_FBXL12_2	promoter	4444	7056	8073
FP009528_FKBPL_1	promoter	4442	5168	6565
FP023833_FAM104A_1	promoter	4440	5217	6100
FP012295_BRF2_1	promoter	4433	5297	6831
FP003517_STAMBP_1	promoter	4432	5200	7001
FP005948_TPRA1_1	promoter	4428	5264	6334
FP021814_C16orf87_1	promoter	4425	5054	6023
FP020503_MAPK6_2	promoter	4415	5283	6534
FP019270_SLC7A7_2	promoter	4409	5232	6599
FP014289_TRDMT1_2	promoter	4406	5271	6318
FP019356_FITM1_1	promoter	4404	8786	9163
FP004416_FAM126B_1	promoter	4392	5340	6643
FP012739_EMC2_1	promoter	4389	5106	5916
FP005364_USP4_1	promoter	4389	5176	6013
FP028354_TTLL1_1	promoter	4381	5162	6336
FP019729_RDH11_1	promoter	4380	5065	6352
FP008104_NSA2_2	promoter	4380	5227	6367
FP011255_GTPBP10_1	promoter	4374	5233	6795
FP023297_PSMC3IP_1	promoter	4370	5433	6617
FP000173_CLSTN1_2	promoter	4370	5000	5814
FP018962_CAB39L_1	promoter	4369	5105	6072
FP023521_SNF8_2	promoter	4366	5363	6624
FP014448_ZNF485_1	promoter	4365	5213	6067
FP013810_GOLGA1_1	promoter	4364	5154	6019
FP000473_CEP85_1	promoter	4364	5155	6075
FP015595_BTBD10_1	promoter	4363	4972	5788
FP007957_ITGA2_2	promoter	4358	5283	6323
FP006015_ACAD11_3	promoter	4351	5347	6750
FP025657_EIF3K_1	promoter	4348	5154	6399
FP026520_ZNF460_1	promoter	4347	5020	6137
FP011419_PILRA_4	promoter	4336	5341	6571
FP019947_TC2N_1	promoter	4334	5079	6298
FP017525_DDX11_1	promoter	4334	5151	6170
FP016079_GANAB_1	promoter	4334	5526	6523
FP008930_TLX3_1	promoter	4332	5365	6798
FP026938_RALY_2	promoter	4330	5118	6414
FP020485_AP4E1_2	promoter	4328	5564	6716
FP019899_SEL1L_1	promoter	4322	5096	5882
FP025935_ZNF296_1	promoter	4321	5171	6325
FP018673_RIMBP2_1	promoter	4321	5642	7066
FP027032_RPRD1B_1	promoter	4319	5285	6724
FP027601_BRWD1_1	promoter	4318	5015	5986
FP009101_WRNIP1_1	promoter	4316	4808	5802
FP012776_MAL2_1	promoter	4315	6560	7405
FP021354_CDIP1_1	promoter	4312	5211	6288
FP008337_DTWD2_1	promoter	4312	5159	6150
FP019123_TPP2_1	promoter	4309	4940	5977
FP003652_RGPD1_1	promoter	4299	4980	5924
FP003353_VRK2_2	promoter	4299	5061	6231
FP017902_CD63_2	promoter	4295	5138	6190
FP005641_TMF1_1	promoter	4294	5078	6131
FP016742_ELMOD1_1	promoter	4290	5042	5798
FP017803_PRR13_2	promoter	4281	5061	6048
FP019767_PCNX1_4	promoter	4278	5582	6280
FP008411_ACSL6_1	promoter	4278	5076	6012
FP014609_SUPV3L1_1	promoter	4274	5175	6660
FP027809_COMT_2	promoter	4273	4873	5721
FP014709_ZNF503_1	promoter	4273	5184	6494
FP004499_PLEKHM3_1	promoter	4273	5302	6296
FP025389_ZNF93_1	promoter	4269	5103	6192
FP023958_CYGB_3	promoter	4269	4901	6113
FP000438_RUNX3_1	promoter	4266	5085	6099
FP020534_PIGB_2	promoter	4263	5184	6299
FP019390_NOP9_1	promoter	4260	5170	6177
FP004197_SP3_5	promoter	4260	4774	5775
FP019853_ESRRB_1	promoter	4258	5634	7122
FP019434_NUBPL_1	promoter	4257	5272	6598
FP014611_HK1_3	promoter	4257	5120	6679
FP008713_YIPF5_1	promoter	4257	4785	5740
FP022153_ZFHX3_2	promoter	4253	4981	5919
FP005494_STAB1_1	promoter	4250	5300	5967
FP015229_MMP21_1	promoter	4241	5100	6447
FP008904_NUDCD2_1	promoter	4232	4746	5833
FP000783_HYI_1	promoter	4232	5243	6569
FP015646_TSG101_1	promoter	4231	4866	6229
FP024694_MKNK2_1	promoter	4224	5012	5897
FP002960_CPSF3_1	promoter	4221	5179	6235
FP022103_NQO1_1	promoter	4219	4937	6041
FP015653_TMEM86A_1	promoter	4218	4626	5720
FP017231_LRRC23_1	promoter	4217	4983	6025
FP003288_TTC7A_4	promoter	4211	4738	5841
FP025558_SYNE4_1	promoter	4209	4655	6265
FP001165_ADGRL2_2	promoter	4205	5133	6569
FP022257_TLDC1_1	promoter	4202	4605	5541
FP007506_FHDC1_2	promoter	4199	5034	5846
FP007752_LPCAT1_1	promoter	4198	6047	7422
FP004318_WDR75_2	promoter	4198	4974	6343
FP014547_FAM13C_3	promoter	4197	4628	5751
FP019176_TUBGCP3_2	promoter	4196	5026	6009
FP019780_DCAF4_2	promoter	4184	7295	8961
FP019455_KIAA0391_1	promoter	4183	4664	5984
FP020878_KIAA1024_1	promoter	4181	5030	5892
FP026025_C5AR1_1	promoter	4179	5332	6549
FP024727_ZNF554_1	promoter	4176	4775	5631
FP025372_YJEFN3_4	promoter	4171	4858	6163
FP017609_COL2A1_1	promoter	4171	4849	6148
FP015831_DGKZ_1	promoter	4164	4865	5742
FP013939_C9orf78_1	promoter	4164	4958	5777
FP004305_FAM171B_1	promoter	4164	4848	5840
FP028074_SFI1_1	promoter	4161	4819	5899
FP026149_FLT3LG_1	promoter	4160	4799	5590
FP028322_C22orf46_2	promoter	4159	4927	5955
FP000104_DFFB_1	promoter	4158	4707	5712
FP000041_CDK11B_1	promoter	4158	4454	5671
FP001879_DPM3_1	promoter	4157	4988	6027
FP014172_IDI1_3	promoter	4156	4828	5668
FP012951_PARP10_1	promoter	4156	4809	5871
FP025787_TMEM91_5	promoter	4153	4696	5800
FP013975_TTF1_1	promoter	4152	5062	6633
FP003607_CAPG_2	promoter	4150	5017	6228
FP028297_XPNPEP3_1	promoter	4148	5160	6198
FP000839_MUTYH_2	promoter	4140	4838	5630
FP028798_RBM3_2	promoter	4136	4719	5811
FP025423_UQCRFS1_1	promoter	4129	4432	5537
FP024138_TBCD_2	promoter	4128	5207	6044
FP014878_CCNJ_2	promoter	4126	4982	6070
FP006683_WDR1_1	promoter	4126	5032	6021
FP028880_FAM120C_2	promoter	4123	5219	6719
FP028547_HCCS_1	promoter	4123	5180	6298
FP018043_TSPAN31_1	promoter	4123	5202	6693
FP007005_NPFFR2_3	promoter	4120	4846	5872
FP003118_DNAJC5G_1	promoter	4115	4966	6116
FP019414_STXBP6_3	promoter	4108	4904	6061
FP024523_CCDC102B_3	promoter	4100	4847	5550
FP019348_NRL_2	promoter	4088	5163	6661
FP018775_MTMR6_1	promoter	4085	5028	5832
FP019969_ITPK1_1	promoter	4081	4637	5480
FP025535_U2AF1L4_1	promoter	4077	5008	6282
FP023059_FNDC8_1	promoter	4076	5067	6145
FP002129_C1orf226_4	promoter	4076	4624	5675
FP011328_BRI3_2	promoter	4074	4809	5697
FP009920_GCLC_1	promoter	4074	4651	5922
FP008527_MATR3_1	promoter	4071	4747	5799
FP004987_FBLN2_3	promoter	4064	4487	5394
FP011251_STEAP1_1	promoter	4062	5025	6093
FP011981_WDR60_1	promoter	4060	4645	5591
FP019526_ATL1_2	promoter	4058	5024	6199
FP007164_ABCG2_5	promoter	4057	4920	5684
FP014962_HIF1AN_1	promoter	4052	4360	5453
FP027908_SLC2A11_1	promoter	4050	4526	5549
FP025615_ZNF570_2	promoter	4050	4845	6082
FP016321_MRPL11_1	promoter	4049	4719	6372
FP003680_ANKRD36C_1	promoter	4049	4468	5703
FP021321_ZNF174_1	promoter	4038	4717	5591
FP008840_MFAP3_2	promoter	4038	4715	5446
FP004530_BARD1_1	promoter	4027	6812	7587
FP012958_EXOSC4_1	promoter	4024	5033	6216
FP026365_PRPF31_1	promoter	4022	4641	5844
FP020294_DISP2_1	promoter	4022	4834	5625
FP023415_PLEKHM1_1	promoter	4020	4584	5391
FP000958_MAGOH_1	promoter	4019	4968	5911
FP026257_ETFB_2	promoter	4015	4642	5758
FP000840_TESK2_1	promoter	4015	4662	5665
FP004622_DES_1	promoter	4009	4728	5873
FP023140_PCGF2_2	promoter	4007	4875	5935
FP001432_AHCYL1_1	promoter	4007	4811	5451
FP019227_PNP_1	promoter	4006	4631	5925
FP011696_STRIP2_1	promoter	4006	5056	5864
FP025416_ZNF91_1	promoter	4002	4670	6050
FP022987_ABHD15_1	promoter	4001	4614	5778
FP013863_DPM2_1	promoter	3998	4963	6019
FP012104_ASAH1_1	promoter	3998	4737	6025
FP005326_UQCRC1_1	promoter	3997	4588	5512
FP026066_SULT2B1_1	promoter	3991	4653	5702
FP024923_KANK3_1	promoter	3991	4681	5762
FP010052_TBX18_1	promoter	3990	4567	5924
FP014946_ERLIN1_1	promoter	3989	4918	5906
FP023055_RAD51D_4	promoter	3986	4577	5670
FP016586_NARS2_1	promoter	3984	4730	5886
FP009355_PRR3_3	promoter	3983	4781	5574
FP028710_TSPAN7_3	promoter	3979	4951	5888
FP016167_PPP1R14B_4	promoter	3979	4610	5455
FP018364_TXNRD1_2	promoter	3978	4710	5874
FP024575_TXNL4A_1	promoter	3976	4415	5165
FP015622_PIK3C2A_1	promoter	3975	4454	5671
FP025356_BORCS8_1	promoter	3974	4457	5434
FP002756_MRPL55_1	promoter	3974	4386	5138
FP013372_ZFAND5_1	promoter	3971	4551	5425
FP028406_CDPF1_2	promoter	3969	4514	5680
FP026532_ZNF550_1	promoter	3969	4738	6044
FP014356_GAD2_2	promoter	3968	4521	5225
FP015246_PTPRE_1	promoter	3967	4795	6001
FP011327_TECPR1_1	promoter	3967	4678	5577
FP023973_MFSD11_3	promoter	3965	4980	5558
FP007756_MRPL36_2	promoter	3963	4636	5482
FP026474_ZNF581_2	promoter	3962	4748	5575
FP024066_MRPL12_1	promoter	3960	4658	5763
FP016117_SLC3A2_2	promoter	3959	8180	9584
FP006486_OPA1_1	promoter	3958	4989	6158
FP018781_RNF6_2	promoter	3957	4587	5979
FP016618_CCDC81_2	promoter	3957	4465	5390
FP011464_TRIM56_1	promoter	3957	5010	6060
FP015699_METTL15_2	promoter	3955	4600	5701
FP015763_NAT10_1	promoter	3950	4626	5913
FP026352_MYADM_2	promoter	3948	6062	6754
FP005680_CHMP2B_1	promoter	3945	4902	5820
FP022474_PSMB6_1	promoter	3942	4862	6190
FP020261_MEIS2_1	promoter	3940	5008	5618
FP027459_GABPA_2	promoter	3927	4675	5671
FP020032_BDKRB2_6	promoter	3927	4586	5690
FP022589_EIF5A_5	promoter	3926	5032	6360
FP000522_EYA3_2	promoter	3918	4399	5146
FP026881_HM13_1	promoter	3917	4912	5656
FP001397_TAF13_1	promoter	3917	4587	5733
FP003918_AMMECR1L_1	promoter	3916	4587	5362
FP025630_SIPA1L3_1	promoter	3912	4722	5674
FP006566_SLC26A1_1	promoter	3904	4735	5720
FP022123_HYDIN_1	promoter	3903	4625	5765
FP005483_DNAH1_1	promoter	3901	4664	5482
FP026984_ROMO1_2	promoter	3900	4523	5401
FP008841_MFAP3_1	promoter	3899	4833	5668
FP007297_GAR1_1	promoter	3899	4617	5771
FP001934_MEX3A_2	promoter	3899	4527	5634
FP019387_TGM1_1	promoter	3895	4523	5688
FP010799_CCDC126_3	promoter	3894	4665	6017
FP016183_ESRRA_1	promoter	3886	4486	5238
FP024686_ABHD17A_1	promoter	3885	4602	5463
FP028528_TBL1X_2	promoter	3883	4674	5790
FP013122_MLLT3_1	promoter	3883	4451	5197
FP028064_PATZ1_2	promoter	3882	5035	6247
FP006140_HPS3_1	promoter	3882	4574	5356
FP022485_SLC25A11_1	promoter	3881	4325	5358
FP012237_ZNF395_3	promoter	3879	4839	6083
FP011858_ZNF425_2	promoter	3877	4384	5244
FP028003_THOC5_1	promoter	3876	4410	5442
FP022550_RNASEK_1	promoter	3875	4475	5556
FP027909_SLC2A11_3	promoter	3870	4531	5431
FP017709_SMAGP_1	promoter	3866	4828	5806
FP029371_CT45A10_1	promoter	3865	4608	5599
FP021459_ABCC6_1	promoter	3865	5708	6713
FP011477_ZNHIT1_1	promoter	3864	4805	6814
FP008807_DCTN4_2	promoter	3864	4691	5963
FP008044_MAST4_2	promoter	3860	4146	4959
FP000481_DHDDS_1	promoter	3859	4426	5613
FP027471_LTN1_1	promoter	3856	4499	5590
FP003419_PNO1_1	promoter	3853	4751	5633
FP028567_OFD1_2	promoter	3852	4656	5552
FP013893_GLE1_1	promoter	3849	4499	5605
FP025327_UBA52_2	promoter	3848	4595	5900
FP014777_PTEN_3	promoter	3846	4682	5486
FP003937_IMP4_2	promoter	3846	4640	5394
FP021522_TMEM159_1	promoter	3845	4461	5742
FP008721_SH3RF2_3	promoter	3845	4647	5821
FP022383_RILP_1	promoter	3844	4679	5546
FP019493_TOGARAM1_1	promoter	3839	4645	5705
FP010647_PSMG3_1	promoter	3839	4779	5744
FP020141_PACS2_4	promoter	3838	4585	5451
FP019365_IRF9_1	promoter	3837	4607	5611
FP027217_TMEM189_8	promoter	3836	4723	6004
FP023629_MSI2_3	promoter	3831	4699	5823
FP025522_COX6B1_1	promoter	3825	4641	5716
FP010697_ZNF12_1	promoter	3824	4494	5521
FP004805_ASB1_3	promoter	3824	4581	5812
FP015875_CELF1_1	promoter	3822	4299	5182
FP005550_CCDC66_1	promoter	3822	4560	5819
FP029055_ZNF711_2	promoter	3819	4647	5572
FP025636_PPP1R14A_1	promoter	3819	4440	5333
FP021999_KIAA0895L_2	promoter	3819	4314	5162
FP000211_FBXO6_2	promoter	3819	5045	5906
FP027773_MRPL40_2	promoter	3818	4568	5485
FP006114_CHST2_1	promoter	3818	4503	5551
FP025589_ZNF529_1	promoter	3813	4505	5283
FP027962_SEZ6L_2	promoter	3810	5203	5967
FP027106_SYS1_1	promoter	3810	4502	5532
FP008218_RFESD_1	promoter	3809	4441	5412
FP023317_PSME3_1	promoter	3806	4731	5460
FP012526_GDAP1_3	promoter	3804	4569	5537
FP008463_CDKL3_2	promoter	3804	4643	5722
FP023374_UBTF_2	promoter	3802	4378	5354
FP001280_MTF2_1	promoter	3801	4584	5421
FP028086_DEPDC5_5	promoter	3793	4640	5531
FP000471_CNKSR1_1	promoter	3793	4592	5576
FP002040_IGSF9_2	promoter	3789	4390	5562
FP011346_ARPC1B_3	promoter	3788	4497	5391
FP010370_IFNGR1_1	promoter	3787	4172	5108
FP014870_PDLIM1_2	promoter	3783	4588	5413
FP019043_COMMD6_2	promoter	3776	4579	6020
FP005417_HYAL1_1	promoter	3774	4587	5668
FP013626_ZNF462_4	promoter	3773	4351	5209
FP014681_CHCHD1_1	promoter	3770	4826	5658
FP019456_KIAA0391_2	promoter	3769	4092	5249
FP013779_RBM18_1	promoter	3769	4441	5435
FP027156_SLC35C2_1	promoter	3765	4482	5637
FP011490_ALKBH4_1	promoter	3764	4233	4944
FP009796_KLHDC3_1	promoter	3763	4651	5786
FP000152_PARK7_1	promoter	3761	4324	5105
FP010107_MANEA_1	promoter	3758	4352	5438
FP019881_NRXN3_3	promoter	3757	4449	5639
FP011377_TRIM4_2	promoter	3754	4361	5399
FP017298_M6PR_2	promoter	3753	4653	5637
FP016414_MRPL21_1	promoter	3747	4329	5222
FP011350_PDAP1_2	promoter	3747	4369	5418
FP008295_EPB41L4A_1	promoter	3747	4159	5147
FP027351_SLCO4A1_1	promoter	3744	4532	5584
FP020379_TMEM62_1	promoter	3744	4429	5322
FP016086_LBHD1_3	promoter	3743	4198	5233
FP024182_L3MBTL4_1	promoter	3741	4185	5143
FP010075_AKIRIN2_2	promoter	3734	4420	5316
FP000339_OTUD3_1	promoter	3733	4315	5132
FP017603_ENDOU_1	promoter	3732	4424	5561
FP023267_DNAJC7_1	promoter	3731	4466	5169
FP025469_ZNF302_1	promoter	3730	4257	5253
FP019835_JDP2_5	promoter	3726	4488	5704
FP011387_ZNF3_1	promoter	3726	4535	5661
FP028490_SLC25A6_1	promoter	3724	3993	5205
FP018157_LGR5_2	promoter	3722	4531	5228
FP001137_AK5_2	promoter	3720	4336	5418
FP011963_SHH_3	promoter	3719	4131	5412
FP011764_ZC3HAV1_2	promoter	3719	4533	5404
FP001663_ARNT_1	promoter	3719	4386	5118
FP005999_ATP2C1_2	promoter	3714	4575	5472
FP019260_HNRNPC_2	promoter	3712	4467	5232
FP022118_SF3B3_3	promoter	3711	4341	5544
FP015448_NUP98_3	promoter	3711	4451	5590
FP001347_RTCA_1	promoter	3706	4162	4984
FP024386_SMAD2_1	promoter	3704	5087	6392
FP022937_ALDOC_3	promoter	3702	4686	5496
FP003634_MRPL35_2	promoter	3702	4473	5578
FP014220_KIN_1	promoter	3701	4337	5269
FP007264_GSTCD_1	promoter	3700	4839	6455
FP017055_C11orf45_2	promoter	3693	4507	5947
FP001110_LRRIQ3_1	promoter	3693	4020	5128
FP022452_SPNS2_2	promoter	3690	4247	5226
FP011417_PILRB_1	promoter	3690	4682	5661
FP008740_JAKMIP2_1	promoter	3690	4134	5208
FP007342_SYNPO2_4	promoter	3689	4265	5208
FP008717_KCTD16_2	promoter	3688	4559	5543
FP015455_TRIM21_1	promoter	3685	4435	5666
FP029086_BTK_1	promoter	3684	4748	5822
FP005913_KALRN_4	promoter	3681	4392	5223
FP022667_KDM6B_2	promoter	3678	4424	5170
FP016252_SLC25A45_3	promoter	3676	4733	5953
FP015640_GTF2H1_2	promoter	3675	4457	5259
FP008402_RAPGEF6_1	promoter	3675	3927	5227
FP021540_CDR2_1	promoter	3674	4175	5158
FP019678_ZBTB1_1	promoter	3670	4194	5058
FP026895_PDRG1_1	promoter	3667	4312	5261
FP021766_SETD1A_2	promoter	3665	4854	6024
FP023642_LPO_3	promoter	3663	4179	5380
FP001052_AK4_1	promoter	3663	4324	5398
FP018712_ZNF84_1	promoter	3661	4378	5288
FP005541_CACNA2D3_2	promoter	3659	4121	5247
FP026121_PPFIA3_5	promoter	3658	4027	4715
FP010933_ANLN_1	promoter	3656	4533	5199
FP022875_MAPK7_3	promoter	3655	4531	5517
FP016954_USP2_3	promoter	3655	4298	5442
FP010970_PSMA2_1	promoter	3653	4656	6109
FP009042_ZNF354A_1	promoter	3652	4144	4991
FP001704_PSMB4_1	promoter	3651	4552	5749
FP002762_GJC2_3	promoter	3647	4224	5050
FP020385_ADAL_1	promoter	3645	4643	5920
FP005673_ROBO1_1	promoter	3640	4295	5139
FP004072_PKP4_2	promoter	3639	4317	5057
FP025812_ATP1A3_3	promoter	3637	4456	5178
FP008035_SGTB_1	promoter	3633	4160	4819
FP016577_NDUFC2_1	promoter	3631	4552	5627
FP002975_RRM2_3	promoter	3627	4272	5079
FP011445_GNB2_1	promoter	3625	4226	5188
FP021719_BOLA2B_1	promoter	3624	4020	4875
FP015567_RNF141_1	promoter	3623	3829	4911
FP025669_HNRNPL_7	promoter	3620	4223	5085
FP012846_LRRC6_1	promoter	3620	4594	5685
FP004382_MOB4_1	promoter	3615	4305	4921
FP018668_SLC15A4_1	promoter	3614	4452	5296
FP015330_RASSF7_4	promoter	3614	4259	4973
FP018624_ARL6IP4_2	promoter	3612	4188	5340
FP024589_ODF3L2_1	promoter	3609	4408	5018
FP009045_ZFP2_1	promoter	3604	4111	4865
FP009263_TDP2_1	promoter	3603	4356	5110
FP009527_FKBPL_2	promoter	3599	4090	4840
FP006061_DZIP1L_1	promoter	3599	4461	5549
FP010957_RALA_2	promoter	3588	4355	5267
FP006316_NLGN1_1	promoter	3587	4438	5477
FP002299_TOR1AIP2_1	promoter	3587	4212	5402
FP025895_ZNF225_1	promoter	3582	4403	5356
FP006095_GRK7_1	promoter	3580	4385	5412
FP022182_CHST5_1	promoter	3579	4360	5411
FP024169_MYL12A_1	promoter	3578	4176	5130
FP011104_RABGEF1_5	promoter	3568	4231	5077
FP008100_UTP15_1	promoter	3568	4030	4687
FP020272_GPR176_1	promoter	3566	4530	5432
FP020247_GOLGA8A_1	promoter	3565	4218	5047
FP027604_SH3BGR_2	promoter	3559	4046	5000
FP000457_MTFR1L_2	promoter	3557	4319	5231
FP018734_IL17D_1	promoter	3555	4026	4687
FP000900_STIL_1	promoter	3554	4325	4962
FP029230_PLS3_1	promoter	3552	4114	5154
FP023393_EFTUD2_2	promoter	3552	4228	4921
FP025224_CHERP_1	promoter	3551	4112	4987
FP016795_FDXACB1_1	promoter	3551	4559	5327
FP020805_COX5A_1	promoter	3547	4026	4643
FP008099_ANKRA2_1	promoter	3547	4378	5051
FP016402_TCIRG1_1	promoter	3545	4284	5166
