seqname	type	rep1	rep2	rep3
FP008165_ZFYVE16_1	promoter	260	347	354
FP004794_ESPNL_3	promoter	260	350	451
FP027702_SUMO3_1	promoter	259	330	369
FP024178_ZBTB14_1	promoter	259	384	408
FP023077_RASL10B_4	promoter	259	272	325
FP022011_LRRC36_1	promoter	259	291	277
FP018788_RPL21_1	promoter	259	300	406
FP016267_SIPA1_2	promoter	259	237	318
FP011443_ACTL6B_1	promoter	259	261	385
FP010655_CHST12_1	promoter	259	312	332
FP010628_ADAP1_2	promoter	259	764	657
FP010144_PRDM1_2	promoter	259	291	389
FP004986_HDAC11_2	promoter	259	353	418
FP002954_ID2_1	promoter	259	303	363
FP022615_NLGN2_1	promoter	258	469	572
FP019616_KIAA0586_3	promoter	258	455	430
FP018373_APPL2_1	promoter	258	288	359
FP017450_SPX_3	promoter	258	338	407
FP015633_SAAL1_1	promoter	258	318	359
FP015250_GLRX3_1	promoter	258	321	367
FP013882_COQ4_1	promoter	258	301	447
FP011910_NOS3_1	promoter	258	295	414
FP005160_GORASP1_1	promoter	258	278	318
FP002512_MDM4_1	promoter	258	296	377
FP026222_SYT3_1	promoter	257	460	508
FP014915_MORN4_1	promoter	257	288	344
FP010221_DSE_1	promoter	257	290	405
FP007587_TLL1_2	promoter	257	333	425
FP027223_TMEM189_2	promoter	256	335	342
FP013703_WDR31_1	promoter	256	338	442
FP009790_GNMT_1	promoter	256	329	345
FP007384_FAT4_1	promoter	256	327	404
FP006236_SCHIP1_1	promoter	256	283	322
FP004368_GTF3C3_1	promoter	256	339	359
FP002192_ATP1B1_1	promoter	256	260	380
FP026190_NUP62_1	promoter	255	271	334
FP022423_SHPK_1	promoter	255	318	378
FP022329_DPEP1_2	promoter	255	317	354
FP017916_PMEL_1	promoter	255	333	448
FP015827_PHF21A_3	promoter	255	450	442
FP014451_CXCL12_1	promoter	255	345	388
FP002488_ZC3H11A_1	promoter	255	322	467
FP028150_MPST_2	promoter	254	223	269
FP023972_MFSD11_4	promoter	254	285	337
FP021693_INO80E_1	promoter	254	368	365
FP015066_XPNPEP1_1	promoter	254	275	294
FP013161_MOB3B_2	promoter	254	264	342
FP012928_ZC3H3_1	promoter	254	306	357
FP012811_FBXO32_3	promoter	254	343	400
FP010086_SRSF12_1	promoter	254	472	794
FP007128_MAPK10_4	promoter	254	320	407
FP002212_PRRX1_2	promoter	254	315	478
FP020474_ATP8B4_2	promoter	253	312	338
FP008360_CEP120_1	promoter	253	251	399
FP001292_BCAR3_1	promoter	253	285	310
FP026537_ZNF134_1	promoter	252	385	423
FP020721_ANP32A_1	promoter	252	326	385
FP018464_ALDH2_1	promoter	252	291	343
FP015792_C11orf74_1	promoter	252	385	470
FP001605_ACP6_2	promoter	252	279	305
FP025867_IRGQ_1	promoter	251	324	398
FP009182_SYCP2L_2	promoter	251	294	392
FP028060_RNF185_1	promoter	250	333	427
FP021135_DECR2_1	promoter	250	308	346
FP017205_ACRBP_1	promoter	250	295	410
FP012730_OXR1_2	promoter	250	301	304
FP012617_SLC26A7_1	promoter	250	256	363
FP009035_RMND5B_2	promoter	250	255	335
FP005042_SATB1_2	promoter	250	213	318
FP004892_THUMPD3_1	promoter	250	325	428
FP003338_SPTBN1_2	promoter	250	339	411
FP027549_RCAN1_1	promoter	249	247	337
FP014241_CDC123_2	promoter	249	407	419
FP008827_SLC36A1_1	promoter	249	321	385
FP005800_BOC_3	promoter	249	353	376
FP003365_KIAA1841_2	promoter	249	431	396
FP002308_ACBD6_1	promoter	249	273	383
FP001583_PEX11B_1	promoter	249	340	456
FP000254_KAZN_4	promoter	249	247	365
FP023611_PCTP_5	promoter	248	313	343
FP022445_CYB5D2_2	promoter	248	287	375
FP019386_TINF2_1	promoter	248	277	309
FP019344_DHRS4_1	promoter	248	283	370
FP013292_TOMM5_1	promoter	248	319	394
FP006536_IQCG_2	promoter	248	330	438
FP004437_TMEM237_1	promoter	248	320	377
FP025782_TMEM91_1	promoter	247	309	399
FP025432_ZNF536_4	promoter	247	315	400
FP023946_PRPSAP1_3	promoter	247	271	320
FP023809_PRKAR1A_1	promoter	247	292	327
FP023287_STAT5A_4	promoter	247	261	386
FP020127_ZBTB42_1	promoter	247	311	314
FP016157_DNAJC4_2	promoter	247	348	379
FP007971_CCNO_1	promoter	247	341	384
FP004629_TMEM198_1	promoter	247	267	317
FP001413_GNAI3_1	promoter	247	309	388
FP000439_RUNX3_3	promoter	247	266	379
FP027446_C21orf91_1	promoter	246	327	384
FP016759_EXPH5_4	promoter	246	275	354
FP000942_ZCCHC11_1	promoter	246	276	283
FP026981_RBM12_2	promoter	245	276	373
FP026105_RUVBL2_1	promoter	245	344	381
FP024655_MUM1_1	promoter	245	546	685
FP015080_PDCD4_1	promoter	245	275	393
FP006575_SPON2_3	promoter	245	399	392
FP005185_TRAK1_2	promoter	245	312	469
FP027198_SLC9A8_2	promoter	244	281	421
FP026955_ACSS2_1	promoter	244	285	365
FP023925_FBF1_1	promoter	244	286	334
FP008936_STK10_2	promoter	244	238	360
FP004666_AGFG1_1	promoter	244	288	464
FP027033_RPRD1B_2	promoter	243	338	418
FP002270_ASTN1_1	promoter	243	478	664
FP024732_ZNF77_1	promoter	242	263	344
FP024521_TMX3_1	promoter	242	296	343
FP017933_PA2G4_4	promoter	242	321	400
FP017258_PEX5_1	promoter	242	290	394
FP012879_PTK2_1	promoter	242	276	335
FP011425_MEPCE_1	promoter	242	280	326
FP008254_CHD1_1	promoter	242	260	394
FP008068_AK6_2	promoter	242	330	403
FP004195_SP3_4	promoter	242	340	450
FP029431_HSFX2_1	promoter	241	243	365
FP029309_ZDHHC9_2	promoter	241	584	1211
FP020421_DUOX2_1	promoter	241	306	377
FP016468_CLPB_2	promoter	241	259	357
FP012832_MYC_3	promoter	241	263	319
FP007603_MFAP3L_4	promoter	241	259	385
FP001587_POLR3GL_5	promoter	241	309	288
FP017804_PRR13_1	promoter	240	813	776
FP016997_ESAM_1	promoter	240	236	307
FP014182_PFKP_1	promoter	240	227	320
FP012129_NPM2_1	promoter	240	336	410
FP009221_GMPR_1	promoter	240	318	330
FP009093_DUSP22_2	promoter	240	344	325
FP004766_COPS8_2	promoter	240	336	410
FP022640_SENP3_3	promoter	239	293	415
FP020753_HEXA_1	promoter	239	278	336
FP012303_ASH2L_2	promoter	239	327	275
FP009289_HIST1H2BC_1	promoter	239	282	375
FP022876_MAPK7_2	promoter	238	253	350
FP021345_PAM16_1	promoter	238	313	427
FP007951_PELO_3	promoter	238	273	353
FP007171_HERC5_1	promoter	238	280	361
FP025520_ETV2_1	promoter	237	265	366
FP017093_ACAD8_1	promoter	237	312	352
FP015658_ZDHHC13_1	promoter	237	259	368
FP012527_GDAP1_1	promoter	237	239	315
FP012354_SLC20A2_3	promoter	237	276	330
FP002976_HPCAL1_1	promoter	237	307	385
FP024542_FAM69C_1	promoter	236	268	339
FP022597_GPS2_1	promoter	236	290	370
FP017667_MCRS1_1	promoter	236	303	376
FP012355_SLC20A2_4	promoter	236	288	362
FP011505_RASA4_2	promoter	236	320	343
FP011010_ZMIZ2_3	promoter	236	224	262
FP009593_RGL2_2	promoter	236	694	915
FP003974_NCKAP5_2	promoter	236	310	369
FP027644_ABCG1_3	promoter	235	319	359
FP020925_HOMER2_2	promoter	235	252	317
FP017650_TUBA1B_1	promoter	235	302	306
FP012258_DCTN6_1	promoter	235	239	280
FP006427_DNAJB11_3	promoter	235	362	384
FP003890_EPB41L5_1	promoter	235	286	318
FP003613_VAMP8_1	promoter	235	313	394
FP029508_L1CAM_2	promoter	234	307	383
FP028226_SUN2_2	promoter	234	547	957
FP025083_ZNF443_1	promoter	234	299	323
FP022775_PMP22_1	promoter	234	327	363
FP021782_VKORC1_2	promoter	234	277	372
FP019404_NFATC4_4	promoter	234	298	345
FP017342_YBX3_1	promoter	234	305	354
FP015320_PTDSS2_1	promoter	234	256	354
FP014828_KIF11_2	promoter	234	282	307
FP013812_PPP6C_1	promoter	234	326	380
FP011795_SLC37A3_1	promoter	234	356	399
FP008394_LYRM7_1	promoter	234	241	295
FP006469_IL1RAP_1	promoter	234	306	325
FP002250_RABGAP1L_7	promoter	234	236	333
FP021469_ARL6IP1_1	promoter	233	321	382
FP000729_ZNF684_3	promoter	233	227	374
FP029337_MBNL3_3	promoter	232	266	352
FP029140_TCEAL1_1	promoter	232	315	428
FP022291_KLHDC4_1	promoter	232	280	369
FP014692_VCL_1	promoter	232	321	351
FP007442_IL15_1	promoter	232	273	317
FP003228_CYP1B1_1	promoter	232	265	287
FP016550_LRRC32_2	promoter	231	266	381
FP014626_PPA1_1	promoter	231	287	377
FP003560_DOK1_2	promoter	231	325	332
FP029257_UPF3B_1	promoter	230	232	333
FP026575_ZNF497_1	promoter	230	383	433
FP024672_MBD3_5	promoter	230	294	378
FP023725_TACO1_1	promoter	230	274	325
FP023141_PSMB3_1	promoter	230	285	338
FP016612_PICALM_1	promoter	230	304	376
FP016319_SLC29A2_4	promoter	230	270	320
FP011254_CFAP69_1	promoter	230	281	302
FP003222_CDC42EP3_1	promoter	230	378	511
FP000791_ST3GAL3_4	promoter	230	348	373
FP025151_RFX1_1	promoter	229	227	292
FP021694_HIRIP3_2	promoter	229	283	324
FP021398_ATF7IP2_1	promoter	229	257	329
FP017611_SENP1_1	promoter	229	271	334
FP000294_SZRD1_1	promoter	229	669	891
FP026152_FLT3LG_4	promoter	228	258	289
FP022477_MINK1_1	promoter	228	271	368
FP020948_PDE8A_2	promoter	228	259	295
FP015221_ZRANB1_1	promoter	228	336	369
FP008485_PITX1_2	promoter	228	255	249
FP001875_EFNA3_7	promoter	228	328	319
FP018889_WBP4_1	promoter	227	261	292
FP018003_STAC3_2	promoter	227	329	418
FP011734_CALD1_5	promoter	227	265	375
FP001582_PEX11B_2	promoter	227	227	323
FP028204_TMEM184B_1	promoter	226	273	328
FP028049_DUSP18_1	promoter	226	285	349
FP023553_DLX3_1	promoter	226	304	374
FP021742_ZNF764_1	promoter	226	282	356
FP019527_ATL1_1	promoter	226	285	345
FP017287_RIMKLB_3	promoter	226	298	330
FP017074_ADAMTS8_1	promoter	226	227	280
FP015208_FAM53B_9	promoter	226	281	371
FP012184_ENTPD4_2	promoter	226	287	290
FP006733_PPARGC1A_5	promoter	226	258	302
FP001624_HIST2H4B_1	promoter	226	310	355
FP026815_SEC23B_1	promoter	225	242	315
FP016994_NRGN_1	promoter	225	287	390
FP012569_ZFAND1_1	promoter	225	252	299
FP012008_ARHGEF10_4	promoter	225	299	337
FP001811_SLC39A1_1	promoter	225	255	265
FP021817_DNAJA2_1	promoter	224	207	233
FP013731_AKNA_1	promoter	224	303	362
FP004912_TTLL3_1	promoter	224	239	316
FP022239_MLYCD_1	promoter	223	315	298
FP019640_MNAT1_1	promoter	223	226	304
FP019615_TIMM9_1	promoter	223	301	388
FP019436_ARHGAP5_1	promoter	223	435	511
FP019126_TEX30_1	promoter	223	265	299
FP018623_ARL6IP4_3	promoter	223	293	366
FP014210_PFKFB3_1	promoter	223	248	324
FP009808_DNPH1_1	promoter	223	305	352
FP004628_CHPF_1	promoter	223	261	322
FP002542_SLC41A1_2	promoter	223	281	342
FP026716_PANK2_2	promoter	222	284	345
FP026308_ZNF836_1	promoter	222	299	344
FP025091_MAN2B1_1	promoter	222	197	311
FP019636_C14orf39_2	promoter	222	287	363
FP019563_FERMT2_1	promoter	222	239	282
FP003703_ANKRD23_2	promoter	222	290	425
FP024719_GADD45B_1	promoter	221	395	419
FP021318_ZNF174_2	promoter	221	231	299
FP016087_LBHD1_2	promoter	221	276	380
FP011091_ASL_1	promoter	221	374	494
FP006763_PCDH7_2	promoter	221	233	283
FP002005_CD1D_1	promoter	221	260	356
FP001531_NHLH2_1	promoter	221	256	328
FP028033_RNF215_2	promoter	220	297	365
FP021121_FAM234A_6	promoter	220	243	295
FP019097_STK24_2	promoter	220	278	305
FP014763_SNCG_4	promoter	220	272	499
FP005817_ZBTB20_1	promoter	220	306	365
FP002606_SYT14_1	promoter	220	269	299
FP000563_ADGRB2_2	promoter	220	298	301
FP004714_EFHD1_2	promoter	219	270	357
FP029543_DNASE1L1_2	promoter	218	293	363
FP029001_CITED1_1	promoter	218	295	307
FP024531_RTTN_2	promoter	218	240	333
FP021604_CLN3_1	promoter	218	268	350
FP015275_CALY_1	promoter	218	220	306
FP013633_KLF4_2	promoter	218	262	369
FP006785_KLHL5_3	promoter	218	279	307
FP004888_CAV3_1	promoter	218	233	324
FP025611_ZNF527_1	promoter	217	263	390
FP024399_ACAA2_1	promoter	217	236	316
FP011341_ARPC1A_6	promoter	217	271	371
FP010555_AGPAT4_1	promoter	217	248	350
FP010298_C6orf58_2	promoter	217	304	346
FP005818_ZBTB20_5	promoter	217	242	320
FP026550_ZNF587_2	promoter	216	297	326
FP026069_SPHK2_4	promoter	216	477	411
FP022695_VAMP2_4	promoter	216	219	307
FP011162_POM121C_1	promoter	216	222	322
FP005713_DCBLD2_2	promoter	216	243	263
FP024967_P2RY11_1	promoter	215	291	324
FP024197_MTCL1_5	promoter	215	216	282
FP021910_COQ9_1	promoter	215	264	328
FP018751_SACS_1	promoter	215	188	239
FP013786_ZBTB6_2	promoter	215	330	400
FP012838_FAM49B_1	promoter	215	234	329
FP008260_PAM_2	promoter	215	242	362
FP006292_SKIL_3	promoter	215	256	304
FP005741_CEP97_1	promoter	215	306	353
FP005432_CACNA2D2_2	promoter	215	231	304
FP001088_SERBP1_1	promoter	215	213	304
FP028964_DLG3_2	promoter	214	275	286
FP023820_MAP2K6_1	promoter	214	307	352
FP021322_ZNF597_1	promoter	214	280	359
FP020365_CAPN3_7	promoter	214	246	291
FP019530_SAV1_1	promoter	214	247	283
FP019401_NFATC4_2	promoter	214	284	373
FP018517_WSB2_3	promoter	214	278	334
FP010856_TAX1BP1_1	promoter	214	216	255
FP006846_NIPAL1_1	promoter	214	300	392
FP009777_UBR2_2	promoter	213	253	293
FP009488_VARS_2	promoter	213	259	295
FP025732_BLVRB_1	promoter	212	239	324
FP015914_SLC43A1_2	promoter	212	217	279
FP012167_RHOBTB2_4	promoter	212	482	528
FP010949_STARD3NL_2	promoter	212	296	383
FP009908_TMEM14A_1	promoter	212	184	264
FP003002_DDX1_1	promoter	212	234	285
FP001690_TMOD4_1	promoter	212	303	368
FP028683_DMD_4	promoter	211	240	334
FP023640_LPO_2	promoter	211	254	323
FP018930_ZC3H13_1	promoter	211	210	348
FP004009_ACVR2A_1	promoter	211	273	322
FP000713_PPT1_1	promoter	211	202	303
FP020432_SPATA5L1_1	promoter	210	181	271
FP018968_RCBTB1_1	promoter	210	291	273
FP014684_NDST2_4	promoter	210	331	389
FP027176_ZMYND8_6	promoter	209	224	267
FP022599_NEURL4_4	promoter	209	223	319
FP020367_ZNF106_1	promoter	209	301	340
FP012053_RP1L1_1	promoter	209	284	292
FP008309_MCC_1	promoter	209	232	265
FP003379_B3GNT2_3	promoter	209	252	287
FP003276_PRKCE_1	promoter	209	288	393
FP002636_BATF3_1	promoter	209	213	328
FP015536_STK33_3	promoter	208	227	246
FP008879_RNF145_1	promoter	208	289	288
FP007338_SEC24D_1	promoter	208	234	335
FP005555_ARHGEF3_2	promoter	208	199	278
FP002797_SPRTN_1	promoter	208	257	322
FP025947_PPP1R13L_3	promoter	207	297	339
FP023204_WIPF2_1	promoter	207	258	316
FP022168_ZFP1_1	promoter	207	252	318
FP020429_SHF_1	promoter	207	217	324
FP015810_CD82_1	promoter	207	193	271
FP013123_FOCAD_2	promoter	207	182	258
FP012161_BIN3_1	promoter	207	260	365
FP011499_POLR2J3_4	promoter	207	273	287
FP010524_SYTL3_1	promoter	207	280	305
FP010392_VTA1_1	promoter	207	259	279
FP009603_DAXX_4	promoter	207	249	298
FP005682_CGGBP1_1	promoter	207	236	244
FP004618_DNAJB2_1	promoter	207	208	272
FP024981_ICAM5_3	promoter	206	215	284
FP024004_CYTH1_2	promoter	206	235	309
FP021028_RCCD1_4	promoter	206	253	299
FP020276_BMF_1	promoter	206	283	355
FP010169_SESN1_1	promoter	206	178	281
FP009368_PPP1R10_2	promoter	206	240	252
FP006645_EVC_1	promoter	206	235	292
FP000311_ARHGEF10L_3	promoter	206	280	335
FP028201_PLA2G6_1	promoter	205	283	323
FP022355_RPH3AL_2	promoter	205	233	311
FP019181_MCF2L_3	promoter	205	273	337
FP016288_FOSL1_2	promoter	205	273	312
FP008088_MAP1B_3	promoter	205	279	348
FP006367_YEATS2_1	promoter	205	255	286
FP001891_MTX1_1	promoter	205	188	250
FP021160_WDR24_1	promoter	204	238	296
FP011779_LUC7L2_3	promoter	204	213	269
FP009605_DAXX_6	promoter	204	254	360
FP006932_REST_3	promoter	204	300	346
FP025779_TGFB1_2	promoter	203	215	246
FP023974_SRSF2_1	promoter	203	226	319
FP020482_SPPL2A_1	promoter	203	205	266
FP017832_HOXC10_1	promoter	203	225	382
FP013417_HNRNPK_2	promoter	203	246	372
FP007293_CASP6_1	promoter	203	242	236
FP006909_CLOCK_3	promoter	202	265	369
FP000709_MYCL_1	promoter	202	255	313
FP000072_RER1_1	promoter	202	208	279
FP028802_WAS_2	promoter	201	229	252
FP025122_CALR_1	promoter	201	241	293
FP023370_ATXN7L3_2	promoter	201	184	295
FP017923_IKZF4_1	promoter	201	230	291
FP029585_CMC4_4	promoter	200	401	392
FP026732_PCNA_1	promoter	200	270	354
FP023964_ST6GALNAC2_1	promoter	200	268	330
FP011108_AUTS2_2	promoter	200	280	306
FP007227_LAMTOR3_2	promoter	200	301	344
FP007159_ABCG2_2	promoter	200	274	313
FP005152_SLC22A13_1	promoter	200	202	291
FP004322_SLC40A1_2	promoter	200	235	341
FP000736_CTPS1_2	promoter	200	290	324
FP011853_PDIA4_1	promoter	199	246	287
FP009155_DSP_2	promoter	199	288	303
FP008255_FAM174A_1	promoter	199	223	293
FP005563_PDE12_1	promoter	199	250	336
FP002157_UCK2_3	promoter	199	249	301
FP025245_OCEL1_1	promoter	198	292	376
FP023537_ZNF652_3	promoter	198	203	271
FP018996_ATP7B_2	promoter	198	210	310
FP017494_MED21_1	promoter	198	218	313
FP009982_RIMS1_1	promoter	198	245	268
FP007306_PITX2_1	promoter	198	313	315
FP002204_METTL18_1	promoter	198	241	303
FP026905_POFUT1_1	promoter	197	223	218
FP023710_MRC2_1	promoter	197	437	450
FP017712_SMAGP_3	promoter	197	222	304
FP010348_ALDH8A1_1	promoter	197	244	344
FP009537_PRRT1_2	promoter	197	206	319
FP028136_EIF3D_1	promoter	196	234	302
FP025384_ZNF101_2	promoter	196	236	314
FP024792_SH3GL1_1	promoter	196	297	333
FP022673_NAA38_3	promoter	196	233	278
FP020801_ULK3_1	promoter	196	245	302
FP017443_PYROXD1_1	promoter	196	270	294
FP007871_WDR70_2	promoter	196	219	324
FP006381_AP2M1_2	promoter	196	395	389
FP000502_TMEM222_1	promoter	196	293	288
FP026505_ZNF71_1	promoter	195	315	387
FP025754_RAB4B_2	promoter	195	238	303
FP020536_CCPG1_1	promoter	195	249	359
FP017913_DGKA_2	promoter	195	256	319
FP008948_RPL26L1_1	promoter	195	226	239
FP007960_FST_1	promoter	195	244	343
FP003891_RALB_1	promoter	195	243	230
FP003466_TGFA_2	promoter	195	177	243
FP028026_TBC1D10A_1	promoter	194	271	269
FP021633_CD19_1	promoter	194	200	227
FP020797_CSK_1	promoter	194	263	325
FP019847_TTLL5_3	promoter	194	216	269
FP018942_NUDT15_1	promoter	194	231	319
FP014467_MARCH8_1	promoter	194	236	323
FP010061_SYNCRIP_3	promoter	194	211	326
FP009693_PIM1_2	promoter	194	203	258
FP005863_GOLGB1_1	promoter	194	205	293
FP023424_KANSL1_1	promoter	193	193	270
FP021442_NTAN1_1	promoter	193	249	252
FP019343_DHRS2_1	promoter	193	248	270
FP013918_NUP188_3	promoter	193	174	266
FP011100_RABGEF1_2	promoter	193	221	265
FP002354_EDEM3_1	promoter	193	297	381
FP019982_PRIMA1_1	promoter	192	196	238
FP019025_PCDH9_1	promoter	192	288	332
FP017015_FEZ1_2	promoter	192	195	255
FP016584_GAB2_3	promoter	192	243	330
FP013116_HAUS6_1	promoter	192	253	303
FP010257_MCM9_1	promoter	192	215	263
FP010140_PREP_1	promoter	192	222	259
FP026453_UBE2S_1	promoter	191	199	298
FP016603_TMEM126A_1	promoter	191	198	277
FP013708_C9orf43_2	promoter	191	283	307
FP000146_PER3_3	promoter	191	227	305
FP026145_ALDH16A1_5	promoter	190	275	270
FP012020_XKR5_1	promoter	190	769	890
FP000171_PIK3CD_3	promoter	190	342	363
FP026229_KLK1_1	promoter	189	225	270
FP025309_PDE4C_3	promoter	189	215	216
FP024744_NCLN_1	promoter	189	249	348
FP024314_B4GALT6_2	promoter	189	245	337
FP018762_SPATA13_3	promoter	189	245	341
FP018683_EP400_1	promoter	189	532	524
FP016169_PPP1R14B_1	promoter	189	222	280
FP015582_USP47_1	promoter	189	254	334
FP010928_HERPUD2_3	promoter	189	265	275
FP010706_RPA3_1	promoter	189	233	258
FP008206_ARRDC3_1	promoter	189	207	268
FP026651_SIRPB1_4	promoter	188	225	314
FP020637_PCLAF_1	promoter	188	231	280
FP016291_DRAP1_4	promoter	188	288	352
FP006988_AMBN_1	promoter	188	269	336
FP023824_KCNJ2_2	promoter	187	274	342
FP020433_C15orf48_2	promoter	187	214	277
FP016561_AQP11_1	promoter	187	282	311
FP011578_THAP5_1	promoter	187	197	224
FP011268_CYP51A1_1	promoter	187	238	263
FP005114_DYNC1LI1_1	promoter	187	230	243
FP003458_TIA1_2	promoter	187	261	270
FP003341_CLHC1_1	promoter	187	261	340
FP025398_ZNF714_1	promoter	186	253	261
FP023122_DDX52_1	promoter	186	225	313
FP020664_DPP8_1	promoter	186	227	236
FP019880_ADCK1_1	promoter	186	270	333
FP016152_FERMT3_1	promoter	186	209	319
FP014838_CYP26A1_2	promoter	186	202	311
FP014457_ZNF22_1	promoter	186	180	256
FP011520_ARMC10_1	promoter	186	208	249
FP009864_ENPP5_1	promoter	186	1189	1150
FP009138_LYRM4_3	promoter	186	186	326
FP002695_DISP1_1	promoter	186	201	280
FP001825_UBAP2L_5	promoter	186	194	312
FP001518_SYT6_1	promoter	186	225	256
FP021731_DCTPP1_1	promoter	185	246	362
FP016859_SIDT2_1	promoter	185	250	321
FP012610_TMEM64_1	promoter	185	222	256
FP027844_PPIL2_1	promoter	184	232	259
FP026619_SRXN1_4	promoter	184	225	283
FP023923_FBF1_5	promoter	184	178	270
FP022681_KCNAB3_2	promoter	184	221	319
FP017968_RBMS2_1	promoter	184	251	337
FP012302_ASH2L_1	promoter	184	201	274
FP005686_C3orf38_1	promoter	184	217	263
FP001235_RBMXL1_2	promoter	184	930	998
FP028800_WDR13_1	promoter	183	236	283
FP026722_PRNP_1	promoter	183	254	255
FP024632_ABCA7_2	promoter	183	246	271
FP011877_ACTR3C_3	promoter	183	242	246
FP007069_FRAS1_2	promoter	183	211	217
FP006346_TTC14_1	promoter	183	213	218
FP004434_TRAK2_1	promoter	183	243	293
FP028200_BAIAP2L2_1	promoter	182	241	330
FP023876_SLC16A5_3	promoter	182	226	325
FP012212_ADRA1A_1	promoter	182	196	264
FP010567_RPS6KA2_2	promoter	182	227	268
FP001932_MEX3A_1	promoter	182	236	261
FP025724_C19orf47_2	promoter	181	252	305
FP025254_ANKLE1_2	promoter	181	223	288
FP021764_FBXL19_1	promoter	181	183	261
FP006347_FXR1_1	promoter	181	209	231
FP004126_GALNT3_1	promoter	181	219	317
FP029074_SYTL4_3	promoter	180	205	276
FP025456_CHST8_2	promoter	180	193	309
FP023106_ZNHIT3_1	promoter	180	266	262
FP015154_BAG3_1	promoter	180	180	232
FP013235_PIGO_1	promoter	180	174	226
FP013184_NFX1_1	promoter	180	221	304
FP004833_PPP1R7_2	promoter	180	264	245
FP028071_SFI1_3	promoter	179	226	275
FP015917_TIMM10_1	promoter	179	295	359
FP012107_NAT1_1	promoter	179	234	329
FP008990_UIMC1_4	promoter	179	177	202
FP007941_MRPS30_1	promoter	179	235	248
FP007730_AHRR_2	promoter	179	227	250
FP003571_POLE4_1	promoter	179	219	269
FP023306_CNTNAP1_1	promoter	178	246	264
FP021759_ZNF629_2	promoter	178	224	260
FP018903_DNAJC15_2	promoter	178	216	331
FP018378_NUAK1_1	promoter	178	379	464
FP014840_MYOF_1	promoter	178	209	222
FP012132_FAM160B2_1	promoter	178	223	236
FP010102_BACH2_2	promoter	178	223	283
FP002101_NDUFS2_1	promoter	178	183	275
FP000982_SSBP3_2	promoter	178	237	272
FP028152_TXN2_3	promoter	177	198	304
FP027181_SULF2_3	promoter	177	189	242
FP017930_PA2G4_1	promoter	177	216	252
FP016446_IL18BP_1	promoter	177	262	287
FP012136_REEP4_1	promoter	177	159	188
FP008419_SLC22A5_1	promoter	177	236	232
FP001886_MUC1_2	promoter	177	184	266
FP000758_PPIH_1	promoter	177	231	267
FP000573_CCDC28B_2	promoter	177	179	297
FP026636_SDCBP2_4	promoter	176	214	242
FP013100_TTC39B_1	promoter	176	181	255
FP011972_DNAJB6_1	promoter	176	238	264
FP010688_EIF2AK1_1	promoter	176	146	220
FP003532_RTKN_3	promoter	176	250	251
FP001099_SRSF11_2	promoter	176	178	242
FP028721_MED14_3	promoter	175	210	267
FP024069_MRPL12_4	promoter	175	219	240
FP013306_SHB_8	promoter	175	185	215
FP011159_TRIM73_1	promoter	175	203	277
FP010125_CCNC_1	promoter	175	201	228
FP006843_NFXL1_1	promoter	175	351	404
FP025684_FBXO27_2	promoter	174	171	298
FP025597_ZNF345_1	promoter	174	205	251
FP025043_EPOR_1	promoter	174	147	246
FP019579_SAMD4A_3	promoter	174	217	272
FP028679_TAB3_1	promoter	173	280	337
FP026974_ERGIC3_1	promoter	173	247	254
FP025291_PIK3R2_1	promoter	173	183	291
FP021167_CCDC78_1	promoter	173	194	221
FP020630_PCLAF_7	promoter	173	209	221
FP019951_FBLN5_4	promoter	173	239	320
FP002185_TBX19_1	promoter	173	167	181
FP023447_ITGB3_3	promoter	172	225	258
FP021939_GINS3_1	promoter	172	209	265
FP016746_SLC35F2_2	promoter	172	238	314
FP005688_PROS1_1	promoter	172	218	308
FP004491_METTL21A_3	promoter	172	242	312
FP028321_SNU13_1	promoter	171	214	306
FP026694_DDRGK1_2	promoter	171	203	247
FP019084_UGGT2_1	promoter	171	214	227
FP016790_ALG9_2	promoter	171	251	275
FP016065_AHNAK_1	promoter	171	388	469
FP012271_PURG_1	promoter	171	207	270
FP009991_KHDC1_2	promoter	171	214	243
FP006814_LIMCH1_1	promoter	171	490	469
FP006154_PFN2_2	promoter	171	192	211
FP001312_TMEM56_3	promoter	171	197	240
FP027698_TSPEAR_3	promoter	170	181	211
FP021384_ABAT_2	promoter	170	203	285
FP015730_WT1_3	promoter	170	202	246
FP009598_TAPBP_3	promoter	170	232	302
FP008561_SLC4A9_1	promoter	170	194	226
FP008483_CATSPER3_1	promoter	170	230	276
FP001434_STRIP1_1	promoter	170	193	342
FP029589_RAB39B_1	promoter	169	215	279
FP026872_NANP_1	promoter	169	188	270
FP022645_EIF4A1_4	promoter	169	218	258
FP018878_FOXO1_1	promoter	169	208	255
FP018007_R3HDM2_8	promoter	169	180	271
FP017937_ESYT1_1	promoter	169	180	254
FP017429_PDE3A_4	promoter	169	207	312
FP013079_PTPRD_2	promoter	169	228	294
FP011862_ZNF282_1	promoter	169	195	239
FP011267_CYP51A1_3	promoter	169	197	257
FP004693_PSMD1_1	promoter	169	267	331
FP003840_RGPD8_1	promoter	169	190	276
FP003251_COX7A2L_1	promoter	169	231	301
FP027234_KCNG1_1	promoter	168	209	238
FP024204_RALBP1_1	promoter	168	215	261
FP023961_CYGB_4	promoter	168	223	279
FP023732_CCDC47_2	promoter	168	189	265
